type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50
snapshot;2026-03-21T20:55:49.408Z;0078;loser;0077;B04.S02.S02.S02.S01.S03.S01;1;anchor 0077 sibling: MIN_MERGE sweep 40->48;medium;56,873 ms;54,628 ms;55,223 ms;59,275 ms;-31,669%;2,902%;0,960654;3,935%;0077;0,953149;-3,814%;quick,medium,balanced;overall_geomean_score_p50;1,047568;0,969682;-8,032%;0,960654;0,920328;-4,382%;0,962712;0,970309;0,783%;7/7;0;276,240 ms;1,00%;0;0,920328;0,960654;-4,382%;79221,000 ms (79,221 s);79509,000 ms (79,509 s);38181,892 ms (38,182 s);40496,482 ms (40,496 s);78678,374 ms (78,678 s);0,989499;0,953149;-3,814%;4,685%;1,050%
snapshot;2026-03-21T20:57:18.561Z;0079;loser;0078;B04.S02.S02.S02.S01.S03.S01;2;speculative midpoint: MIN_MERGE 48->44;medium;56,302 ms;55,514 ms;53,736 ms;49,555 ms;-0,286%;4,557%;0,957157;4,284%;0077;0,956725;-3,721%;quick,medium,balanced;overall_geomean_score_p50;1,027143;1,011590;-1,538%;0,957157;0,908584;-5,346%;0,993917;0,952779;-4,318%;7/7;0;287,356 ms;1,00%;0;0,908584;0,957157;-5,346%;77410,000 ms (77,410 s);77709,000 ms (77,709 s);37801,140 ms (37,801 s);39046,923 ms (39,047 s);76848,063 ms (76,848 s);0,992327;0,956725;-3,721%;4,327%;0,767%
snapshot;2026-03-21T20:58:48.203Z;0080;loser;0079;B04.S02.S02.S02.S01.S03.S01;3;speculative combo around anchor: MIN_MERGE 44->40 and threshold 896->864;medium;56,568 ms;55,004 ms;53,482 ms;49,294 ms;1,494%;5,456%;0,941463;5,854%;0077;0,953853;-2,479%;quick,medium,balanced;overall_geomean_score_p50;1,023053;0,964955;-6,021%;0,941463;0,918377;-2,514%;0,969718;0,979299;0,978%;7/7;0;295,565 ms;1,00%;0;0,918377;0,941463;-2,514%;76748,000 ms (76,748 s);77055,000 ms (77,055 s);37195,915 ms (37,196 s);38991,337 ms (38,991 s);76187,253 ms (76,187 s);0,977498;0,953853;-2,479%;4,615%;2,250%
snapshot;2026-03-21T21:00:20.603Z;0081;loser;0080;B04.S02.S02.S02.S01.S03.S01;4;speculative threshold direction check: 864->928 with MIN_MERGE40;medium;56,991 ms;51,457 ms;54,126 ms;50,528 ms;-2,082%;5,027%;0,961232;3,877%;0077;0,981623;-1,653%;quick,medium,balanced;overall_geomean_score_p50;1,063634;1,024794;-3,790%;0,961232;0,944034;-1,822%;0,971800;0,977709;0,604%;7/7;0;264,883 ms;1,00%;0;0,944034;0,961232;-1,822%;77393,000 ms (77,393 s);77670,000 ms (77,670 s);38176,819 ms (38,177 s);38646,735 ms (38,647 s);76823,554 ms (76,824 s);0,997851;0,981623;-1,653%;1,838%;0,215%
snapshot;2026-03-21T21:02:00.417Z;0082;loser;0081;B04.S02.S02.S02.S01.S03.S01;5;final S01 attempt: minGalloping 8->9 and threshold 928->896 with MIN_MERGE40;medium;59,815 ms;65,498 ms;54,937 ms;52,685 ms;0,620%;8,156%;0,919444;8,056%;0077;0,909854;-8,991%;quick,medium,balanced;overall_geomean_score_p50;1,100937;0,918399;-19,876%;0,919444;0,869621;-5,729%;0,963392;0,943090;-2,153%;7/7;0;301,843 ms;1,00%;0;0,869621;0,919444;-5,729%;80231,000 ms (80,231 s);80545,000 ms (80,545 s);38539,013 ms (38,539 s);41120,572 ms (41,121 s);79659,585 ms (79,660 s);0,991662;0,909854;-8,991%;9,015%;0,834%
snapshot;2026-03-21T22:00:50.721Z;0083;loser;0077;B04.S02.S02.S02.S01.S03.S02;1;anchor 0077 sibling S02: remove case4 fast path (MIN_MERGE40, min8, threshold896);medium;53,838 ms;52,374 ms;55,042 ms;51,605 ms;-29,587%;-2,237%;0,975648;2,435%;0077;0,966017;-0,811%;quick,medium,balanced;overall_geomean_score_p50;0,995316;1,061479;6,233%;0,975648;0,885076;-10,233%;0,951107;0,959538;0,879%;7/7;0;265,276 ms;1,00%;0;0,885076;0,975648;-10,233%;74050,000 ms (74,050 s);74326,000 ms (74,326 s);36292,635 ms (36,293 s);37189,409 ms (37,189 s);73482,044 ms (73,482 s);0,973856;0,966017;-0,811%;3,398%;2,614%
snapshot;2026-03-21T22:02:15.779Z;0084;loser;0083;B04.S02.S02.S02.S01.S03.S02;2;speculative no-case4 tune: minGalloping 8->9 (MIN_MERGE40, threshold896);medium;53,621 ms;50,331 ms;50,803 ms;46,004 ms;-0,099%;5,254%;0,944487;5,551%;0077;0,944013;-3,264%;quick,medium,balanced;overall_geomean_score_p50;0,982841;0,961729;-2,195%;0,944487;0,924723;-2,137%;0,997926;0,945951;-5,494%;7/7;0;258,121 ms;1,00%;0;0,924723;0,944487;-2,137%;74918,000 ms (74,918 s);75187,000 ms (75,187 s);36043,772 ms (36,044 s);38287,464 ms (38,287 s);74331,236 ms (74,331 s);0,974823;0,944013;-3,264%;5,599%;2,518%
snapshot;2026-03-21T22:03:40.188Z;0085;loser;0084;B04.S02.S02.S02.S01.S03.S02;3;speculative no-case4 threshold sweep: 896->864 with min9;medium;56,733 ms;54,749 ms;54,385 ms;49,774 ms;3,916%;4,139%;0,918527;8,147%;0077;0,931155;-0,590%;quick,medium,balanced;overall_geomean_score_p50;0,937429;0,923736;-1,482%;0,918527;0,912029;-0,712%;0,954335;0,958317;0,416%;7/7;0;275,929 ms;1,00%;0;0,912029;0,918527;-0,712%;74427,000 ms (74,427 s);74714,000 ms (74,714 s);37368,120 ms (37,368 s);36436,413 ms (36,436 s);73804,533 ms (73,805 s);0,936649;0,931155;-0,590%;6,885%;6,335%
snapshot;2026-03-21T22:05:02.484Z;0086;loser;0085;B04.S02.S02.S02.S01.S03.S02;4;fine tune near close miss: threshold 864->872 (no-case4, min9);medium;52,885 ms;47,918 ms;51,026 ms;46,244 ms;-4,259%;3,515%;0,954550;4,545%;0077;0,946961;-3,123%;quick,medium,balanced;overall_geomean_score_p50;0,985551;0,974712;-1,112%;0,954550;0,918185;-3,961%;0,989897;0,948832;-4,328%;7/7;0;250,318 ms;1,00%;0;0,918185;0,954550;-3,961%;72313,000 ms (72,313 s);72575,000 ms (72,575 s);34984,414 ms (34,984 s);36770,432 ms (36,770 s);71754,846 ms (71,755 s);0,976539;0,946961;-3,123%;5,304%;2,346%
snapshot;2026-03-21T22:06:29.736Z;0087;loser;0086;B04.S02.S02.S02.S01.S03.S02;5;final no-case4 attempt: threshold 872->860 with min9;medium;54,295 ms;57,367 ms;50,984 ms;47,727 ms;-3,043%;6,100%;0,938572;6,143%;0077;0,983991;-2,263%;quick,medium,balanced;overall_geomean_score_p50;1,013127;1,081513;6,323%;0,938572;0,949926;1,195%;1,071498;0,927367;-15,542%;7/7;0;258,204 ms;1,00%;0;0,949926;0,938572;1,195%;78350,000 ms (78,350 s);78619,000 ms (78,619 s);37391,338 ms (37,391 s);40400,519 ms (40,401 s);77791,857 ms (77,792 s);1,006254;0,983991;-2,263%;1,601%;-0,625%
snapshot;2026-03-21T22:08:07.836Z;0088;loser;0077;B04.S02.S02.S02.S01.S03.S03;1;anchor 0077 final sibling S03: high threshold 896->1024 (case4 on);medium;54,435 ms;48,928 ms;51,430 ms;47,634 ms;-28,405%;5,520%;0,934860;6,514%;0077;0,965515;0,057%;quick,medium,balanced;overall_geomean_score_p50;0,987625;1,013674;2,570%;0,934860;0,942222;0,781%;0,973196;0,942380;-3,270%;7/7;0;261,673 ms;1,00%;0;0,942222;0,934860;0,781%;75685,000 ms (75,685 s);75958,000 ms (75,958 s);35705,633 ms (35,706 s);39436,645 ms (39,437 s);75142,278 ms (75,142 s);0,964969;0,965515;0,057%;3,448%;3,503%
snapshot;2026-03-21T22:09:37.514Z;0089;loser;0088;B04.S02.S02.S02.S01.S03.S03;2;speculative guardrail recovery: threshold 1024->960 (case4 on);medium;55,855 ms;58,090 ms;54,389 ms;52,437 ms;-1,895%;2,624%;0,949926;5,007%;0077;0,945489;-3,995%;quick,medium,balanced;overall_geomean_score_p50;1,029093;0,940962;-9,366%;0,949926;0,921375;-3,099%;0,972433;0,974901;0,253%;7/7;0;280,079 ms;1,00%;0;0,921375;0,949926;-3,099%;77030,000 ms (77,030 s);77324,000 ms (77,324 s);37289,359 ms (37,289 s);39154,358 ms (39,154 s);76443,717 ms (76,444 s);0,983259;0,945489;-3,995%;5,451%;1,674%
snapshot;2026-03-21T22:11:03.555Z;0090;loser;0089;B04.S02.S02.S02.S01.S03.S03;3;speculative continuation: threshold 960->928 (case4 on);medium;57,265 ms;57,683 ms;54,942 ms;50,325 ms;-1,264%;4,058%;0,963400;3,660%;0077;0,961522;-3,553%;quick,medium,balanced;overall_geomean_score_p50;1,074127;1,031045;-4,178%;0,963400;0,924997;-4,152%;0,953901;0,932094;-2,340%;7/7;0;278,842 ms;1,00%;0;0,924997;0,963400;-4,152%;77860,000 ms (77,860 s);78151,000 ms (78,151 s);38144,474 ms (38,144 s);39118,837 ms (39,119 s);77263,310 ms (77,263 s);0,995685;0,961522;-3,553%;3,848%;0,431%
snapshot;2026-03-21T22:12:32.462Z;0091;loser;0090;B04.S02.S02.S02.S01.S03.S03;4;speculative dimension switch: minGalloping 8->9 at threshold928;medium;55,702 ms;55,271 ms;56,060 ms;51,353 ms;-0,491%;-0,642%;1,007573;-0,757%;0077;0,980553;-2,041%;quick,medium,balanced;overall_geomean_score_p50;1,028212;1,027654;-0,054%;1,007573;0,955368;-5,464%;0,966906;0,960276;-0,690%;7/7;0;270,089 ms;1,00%;0;0,955368;1,007573;-5,464%;77576,000 ms (77,576 s);77857,000 ms (77,857 s);37960,283 ms (37,960 s);39035,813 ms (39,036 s);76996,095 ms (76,996 s);1,000571;0,980553;-2,041%;1,945%;-0,057%
snapshot;2026-03-21T22:14:02.545Z;0092;loser;0091;B04.S02.S02.S02.S01.S03.S03;5;final S03 attempt: combine min9 with threshold 1024;medium;58,214 ms;56,070 ms;55,047 ms;51,594 ms;2,866%;5,440%;0,942000;5,800%;0077;0,964822;-0,733%;quick,medium,balanced;overall_geomean_score_p50;0,990172;1,014296;2,378%;0,942000;0,939646;-0,251%;0,984222;0,942350;-4,443%;7/7;0;277,526 ms;1,00%;0;0,939646;0,942000;-0,251%;78512,000 ms (78,512 s);78800,000 ms (78,800 s);37756,690 ms (37,757 s);40154,366 ms (40,154 s);77911,056 ms (77,911 s);0,971893;0,964822;-0,733%;3,518%;2,811%
snapshot;2026-03-21T22:15:51.331Z;0093;loser;0039;B04.S02.S02.S02.S02;1;anchor 0039 sibling S02: MIN_MERGE 32->40 at threshold832+case4;medium;57,082 ms;55,556 ms;54,697 ms;54,851 ms;-1,142%;4,179%;0,933186;6,681%;0039;0,976983;-1,048%;quick,medium,balanced;overall_geomean_score_p50;1,046869;1,031512;-1,489%;0,933186;0,955791;2,365%;0,984888;0,945853;-4,127%;7/7;0;331,598 ms;1,00%;0;0,955791;0,933186;2,365%;78216,000 ms (78,216 s);78562,000 ms (78,562 s);37786,183 ms (37,786 s);39843,291 ms (39,843 s);77629,474 ms (77,629 s);0,987224;0,976983;-1,048%;2,302%;1,278%
snapshot;2026-03-22T00:43:26.455Z;0094;loser;0093;B04.S02.S02.S02.S02;2;algorithm: DEFAULT_MIN_MERGE 40->36;medium;56,972 ms;54,279 ms;53,741 ms;53,273 ms;0,603%;5,673%;0,936239;6,376%;0039;0,967485;-1,425%;quick,medium,balanced;overall_geomean_score_p50;1,045609;0,984947;-6,159%;0,936239;0,964487;2,929%;0,965182;0,953286;-1,248%;7/7;0;289,841 ms;1,00%;0;0,964487;0,936239;2,929%;75113,000 ms (75,113 s);75415,000 ms (75,415 s);37241,482 ms (37,241 s);37238,688 ms (37,239 s);74480,170 ms (74,480 s);0,981269;0,967485;-1,425%;3,252%;1,873%
snapshot;2026-03-22T00:45:03.907Z;0095;loser;0094;B04.S02.S02.S02.S02;3;algorithm: restore MIN_MERGE 40 and raise MIN_GALLOPING 8->9;medium;57,171 ms;52,561 ms;54,036 ms;50,211 ms;-0,385%;5,484%;0,949771;5,023%;0039;0,993007;0,802%;quick,medium,balanced;overall_geomean_score_p50;1,037405;1,051021;1,296%;0,949771;0,968925;1,977%;0,970072;0,961513;-0,890%;7/7;0;275,174 ms;1,00%;0;0,968925;0,949771;1,977%;75750,000 ms (75,750 s);76039,000 ms (76,039 s);37401,401 ms (37,401 s);37736,419 ms (37,736 s);75137,819 ms (75,138 s);0,985047;0,993007;0,802%;0,699%;1,495%
snapshot;2026-03-22T00:46:43.926Z;0096;loser;0095;B04.S02.S02.S02.S02;4;implementation: BULK_COPY_THRESHOLD 832->960 on MIN_GALLOPING=9;medium;57,068 ms;53,492 ms;58,002 ms;55,931 ms;-0,107%;-1,636%;0,983423;1,658%;0039;0,992707;0,665%;quick,medium,balanced;overall_geomean_score_p50;1,014002;0,984340;-3,013%;0,983423;0,987926;0,456%;0,961594;1,005990;4,413%;7/7;0;278,359 ms;1,00%;0;0,987926;0,983423;0,456%;79165,000 ms (79,165 s);79455,000 ms (79,455 s);38617,499 ms (38,617 s);39925,847 ms (39,926 s);78543,346 ms (78,543 s);0,986106;0,992707;0,665%;0,729%;1,389%
snapshot;2026-03-22T00:48:19.007Z;0097;winner;0096;B04.S02.S02.S02.S02;5;implementation: BULK_COPY_THRESHOLD 960->512 on MIN_GALLOPING=9;medium;56,685 ms;53,597 ms;54,434 ms;53,740 ms;0,769%;3,970%;0,956674;4,333%;0039;1,013624;3,463%;quick,medium,balanced;overall_geomean_score_p50;0,991388;1,068890;7,251%;0,956674;0,986401;3,014%;0,987870;0,987744;-0,013%;7/7;0;287,510 ms;1,00%;0;0,986401;0,956674;3,014%;76315,000 ms (76,315 s);76616,000 ms (76,616 s);37959,392 ms (37,959 s);37735,422 ms (37,735 s);75694,814 ms (75,695 s);0,978519;1,013624;3,463%;-1,362%;2,148%
snapshot;2026-03-22T00:49:57.916Z;0098;loser;0097;B04.S02.S02.S02.S02.S01;1;algorithm: DEFAULT_MIN_GALLOPING 9->10 from anchor 0097;medium;57,187 ms;53,038 ms;54,737 ms;49,143 ms;-2,292%;4,284%;0,948439;5,156%;0097;0,953232;-5,006%;quick,medium,balanced;overall_geomean_score_p50;1,057418;0,977466;-8,179%;0,948439;0,935262;-1,409%;0,999954;0,947461;-5,540%;7/7;0;279,462 ms;1,00%;0;0,935262;0,948439;-1,409%;77700,000 ms (77,700 s);77991,000 ms (77,991 s);37659,290 ms (37,659 s);39449,402 ms (39,449 s);77108,692 ms (77,109 s);1,000949;0,953232;-5,006%;4,677%;-0,095%
snapshot;2026-03-22T00:51:35.500Z;0099;loser;0098;B04.S02.S02.S02.S02.S01;2;algorithm: DEFAULT_MIN_GALLOPING 10->8 from 0098;medium;57,872 ms;58,075 ms;56,205 ms;53,417 ms;0,419%;2,880%;0,971249;2,875%;0097;0,961199;-3,699%;quick,medium,balanced;overall_geomean_score_p50;1,046645;0,956813;-9,389%;0,971249;0,971872;0,064%;0,974181;0,955002;-2,008%;7/7;0;279,256 ms;1,00%;0;0,971872;0,971249;0,064%;77576,000 ms (77,576 s);77869,000 ms (77,869 s);38501,957 ms (38,502 s);38466,379 ms (38,466 s);76968,336 ms (76,968 s);0,996758;0,961199;-3,699%;3,880%;0,324%
snapshot;2026-03-22T00:53:09.334Z;0100;loser;0099;B04.S02.S02.S02.S02.S01;3;implementation: BULK_COPY_THRESHOLD 512->384 with MIN_GALLOPING=8;medium;56,710 ms;52,874 ms;54,028 ms;50,331 ms;-0,516%;4,729%;0,951573;4,843%;0097;0,981437;-2,085%;quick,medium,balanced;overall_geomean_score_p50;1,074681;1,002483;-7,202%;0,951573;0,997394;4,594%;0,983459;0,945462;-4,019%;7/7;0;290,939 ms;1,00%;0;0,997394;0,951573;4,594%;76466,000 ms (76,466 s);76767,000 ms (76,767 s);37715,700 ms (37,716 s);38130,516 ms (38,131 s);75846,216 ms (75,846 s);1,001904;0,981437;-2,085%;1,856%;-0,190%
snapshot;2026-03-22T00:54:44.183Z;0101;loser;0100;B04.S02.S02.S02.S02.S01;4;algorithm: DEFAULT_MIN_GALLOPING 8->9 with BULK_COPY_THRESHOLD=384;medium;58,964 ms;64,808 ms;56,702 ms;54,706 ms;-0,379%;3,836%;0,950384;4,962%;0097;1,014549;0,873%;quick,medium,balanced;overall_geomean_score_p50;1,108526;1,050886;-5,485%;0,950384;1,015761;6,436%;0,965508;0,978300;1,308%;7/7;0;293,596 ms;1,00%;0;1,015761;0,950384;6,436%;76863,000 ms (76,863 s);77173,000 ms (77,173 s);38412,275 ms (38,412 s);37849,732 ms (37,850 s);76262,008 ms (76,262 s);1,005696;1,014549;0,873%;-1,455%;-0,570%
snapshot;2026-03-22T00:56:21.270Z;0102;loser;0101;B04.S02.S02.S02.S02.S01;5;algorithm: DEFAULT_MIN_MERGE 40->32 with MIN_GALLOPING=9 threshold384;medium;57,039 ms;56,326 ms;54,476 ms;52,004 ms;-1,517%;4,493%;0,956386;4,361%;0097;0,961672;-6,164%;quick,medium,balanced;overall_geomean_score_p50;1,104228;0,964005;-14,546%;0,956386;0,981774;2,586%;1,007679;0,939701;-7,234%;7/7;0;290,171 ms;1,00%;0;0,981774;0,956386;2,586%;76438,000 ms (76,438 s);76738,000 ms (76,738 s);37845,336 ms (37,845 s);37993,984 ms (37,994 s);75839,320 ms (75,839 s);1,020951;0,961672;-6,164%;3,833%;-2,095%
snapshot;2026-03-22T00:57:55.053Z;0103;loser;0097;B04.S02.S02.S02.S02.S02;1;implementation: BULK_COPY_THRESHOLD 512->640 from anchor 0097;medium;56,945 ms;54,435 ms;55,344 ms;57,953 ms;-1,308%;2,810%;0,965863;3,414%;0097;0,986829;-0,455%;quick,medium,balanced;overall_geomean_score_p50;1,045346;0,991812;-5,398%;0,965863;0,986578;2,100%;0,964850;0,982119;1,758%;7/7;0;288,746 ms;1,00%;0;0,986578;0,965863;2,100%;75832,000 ms (75,832 s);76134,000 ms (76,134 s);37955,030 ms (37,955 s);37235,731 ms (37,236 s);75190,761 ms (75,191 s);0,991315;0,986829;-0,455%;1,317%;0,868%
snapshot;2026-03-22T00:59:27.431Z;0104;loser;0103;B04.S02.S02.S02.S02.S02;2;algorithm: DEFAULT_MIN_GALLOPING 9->8 with BULK_COPY_THRESHOLD=640;medium;57,654 ms;60,717 ms;55,398 ms;56,411 ms;-1,630%;3,913%;0,960011;3,999%;0097;0,978463;-2,965%;quick,medium,balanced;overall_geomean_score_p50;1,060031;1,003977;-5,583%;0,960011;0,964995;0,516%;1,004860;0,966906;-3,925%;7/7;0;280,162 ms;1,00%;0;0,964995;0,960011;0,516%;76476,000 ms (76,476 s);76770,000 ms (76,770 s);37732,333 ms (37,732 s);38130,796 ms (38,131 s);75863,129 ms (75,863 s);1,007473;0,978463;-2,965%;2,154%;-0,747%
snapshot;2026-03-22T01:01:03.587Z;0105;loser;0104;B04.S02.S02.S02.S02.S02;3;implementation: BULK_COPY_THRESHOLD 640->512 with MIN_GALLOPING=8;medium;56,407 ms;54,133 ms;54,983 ms;53,008 ms;0,770%;2,525%;0,968838;3,116%;0097;0,996097;-0,363%;quick,medium,balanced;overall_geomean_score_p50;1,034367;1,003485;-3,078%;0,968838;0,996299;2,756%;0,997014;0,988562;-0,855%;7/7;0;265,234 ms;1,00%;0;0,996299;0,968838;2,756%;77012,000 ms (77,012 s);77289,000 ms (77,289 s);38200,909 ms (38,201 s);38195,305 ms (38,195 s);76396,214 ms (76,396 s);0,999714;0,996097;-0,363%;0,390%;0,029%
snapshot;2026-03-22T01:03:03.714Z;0106;loser;0105;B04.S02.S02.S02.S02.S02;4;implementation: binaryInsertionSort unroll small shifts up to 8;medium;56,240 ms;52,624 ms;53,927 ms;50,900 ms;-0,770%;4,114%;0,967544;3,246%;0097;0,978393;-2,966%;quick,medium,balanced;overall_geomean_score_p50;1,066365;1,006700;-5,927%;0,967544;0,949933;-1,854%;0,990928;0,979369;-1,180%;7/7;0;286,491 ms;1,00%;0;0,949933;0,967544;-1,854%;76289,000 ms (76,289 s);76590,000 ms (76,590 s);37787,373 ms (37,787 s);37893,701 ms (37,894 s);75681,074 ms (75,681 s);1,007410;0,978393;-2,966%;2,161%;-0,741%
snapshot;2026-03-22T01:04:37.197Z;0107;loser;0106;B04.S02.S02.S02.S02.S02;5;algorithm: DEFAULT_MIN_GALLOPING 8->9 with unroll<=8 fast path;medium;57,376 ms;57,273 ms;55,349 ms;50,142 ms;3,518%;3,534%;0,934105;6,589%;0097;0,955771;-1,694%;quick,medium,balanced;overall_geomean_score_p50;1,018236;0,954737;-6,651%;0,934105;0,927922;-0,666%;0,965403;0,985523;2,042%;7/7;0;271,048 ms;1,00%;0;0,927922;0,934105;-0,666%;77379,000 ms (77,379 s);77665,000 ms (77,665 s);37661,635 ms (37,662 s);39127,267 ms (39,127 s);76788,903 ms (76,789 s);0,971966;0,955771;-1,694%;4,423%;2,803%
snapshot;2026-03-22T01:06:21.560Z;0108;loser;0097;B04.S02.S02.S02.S02.S03;1;implementation: DEFAULT_TMP_STORAGE_LENGTH 256->512 from anchor 0097;medium;55,885 ms;51,365 ms;54,395 ms;54,302 ms;0,157%;2,666%;0,977830;2,217%;0097;0,985442;0,859%;quick,medium,balanced;overall_geomean_score_p50;0,975605;1,030482;5,325%;0,977830;0,957717;-2,100%;0,977503;0,969652;-0,810%;7/7;0;290,421 ms;1,00%;0;0,957717;0,977830;-2,100%;76216,000 ms (76,216 s);76519,000 ms (76,519 s);37683,443 ms (37,683 s);37907,286 ms (37,907 s);75590,728 ms (75,591 s);0,976979;0,985442;0,859%;1,456%;2,302%
snapshot;2026-03-22T01:07:52.786Z;0109;loser;0108;B04.S02.S02.S02.S02.S03;2;implementation: DEFAULT_TMP_STORAGE_LENGTH 512->384;medium;57,195 ms;51,218 ms;55,909 ms;49,808 ms;-2,471%;2,249%;0,982691;1,731%;0097;0,996080;-0,506%;quick,medium,balanced;overall_geomean_score_p50;1,056828;1,038215;-1,793%;0,982691;0,971720;-1,129%;0,966145;0,979612;1,375%;7/7;0;263,923 ms;1,00%;0;0,971720;0,982691;-1,129%;76081,000 ms (76,081 s);76356,000 ms (76,356 s);37746,552 ms (37,747 s);37724,311 ms (37,724 s);75470,864 ms (75,471 s);1,001124;0,996080;-0,506%;0,392%;-0,112%
snapshot;2026-03-22T01:09:30.711Z;0110;loser;0109;B04.S02.S02.S02.S02.S03;3;implementation: DEFAULT_TMP_STORAGE_LENGTH 384->192;medium;56,645 ms;58,382 ms;54,242 ms;52,407 ms;2,944%;4,242%;0,948917;5,108%;0097;0,935189;-3,899%;quick,medium,balanced;overall_geomean_score_p50;0,968561;0,908623;-6,597%;0,948917;0,919979;-3,145%;0,998116;0,978444;-2,011%;7/7;0;280,942 ms;1,00%;0;0,919979;0,948917;-3,145%;78192,000 ms (78,192 s);78484,000 ms (78,484 s);38141,159 ms (38,141 s);39471,749 ms (39,472 s);77612,909 ms (77,613 s);0,971655;0,935189;-3,899%;6,481%;2,835%
snapshot;2026-03-22T01:11:05.852Z;0111;loser;0110;B04.S02.S02.S02.S02.S03;4;implementation: MAX_POOLED_TMP_LENGTH multiplier 64->128 at TMP=192;medium;57,066 ms;52,028 ms;55,687 ms;55,814 ms;-4,469%;2,416%;0,979414;2,059%;0097;0,988442;-2,695%;quick,medium,balanced;overall_geomean_score_p50;1,117030;1,002779;-11,394%;0,979414;0,986221;0,690%;0,956024;0,976505;2,097%;7/7;0;269,063 ms;1,00%;0;0,986221;0,979414;0,690%;76986,000 ms (76,986 s);77268,000 ms (77,268 s);37799,104 ms (37,799 s);38524,388 ms (38,524 s);76323,492 ms (76,323 s);1,015079;0,988442;-2,695%;1,156%;-1,508%
snapshot;2026-03-22T01:12:44.800Z;0112;loser;0111;B04.S02.S02.S02.S02.S03;5;implementation: TMP length 192->320 and pool multiplier 128->64;medium;57,930 ms;58,436 ms;54,546 ms;50,059 ms;2,936%;5,841%;0,943585;5,642%;0097;0,922230;-6,836%;quick,medium,balanced;overall_geomean_score_p50;1,068936;0,870206;-22,837%;0,943585;0,930540;-1,402%;0,948288;0,968636;2,101%;7/7;0;273,609 ms;1,00%;0;0,930540;0,943585;-1,402%;77766,000 ms (77,766 s);78052,000 ms (78,052 s);38482,215 ms (38,482 s);38662,647 ms (38,663 s);77144,862 ms (77,145 s);0,985275;0,922230;-6,836%;7,777%;1,472%
snapshot;2026-03-22T01:14:29.053Z;0113;loser;0039;B04.S02.S02.S02.S03;1;implementation: case4 shift path + BULK_COPY_THRESHOLD 832->24;medium;59,982 ms;57,726 ms;57,418 ms;52,479 ms;-3,013%;4,274%;0,985162;1,484%;0039;0,987886;-1,782%;quick,medium,balanced;overall_geomean_score_p50;1,011516;1,028735;1,674%;0,985162;0,943183;-4,451%;1,020114;0,993622;-2,666%;7/7;0;279,819 ms;1,00%;0;0,943183;0,985162;-4,451%;77921,000 ms (77,921 s);78213,000 ms (78,213 s);38814,074 ms (38,814 s);38510,939 ms (38,511 s);77325,013 ms (77,325 s);1,005487;0,987886;-1,782%;1,211%;-0,549%
snapshot;2026-03-22T01:16:13.877Z;0114;loser;0113;B04.S02.S02.S02.S03;2;implementation: BULK_COPY_THRESHOLD 24->64 (case4 path);medium;57,406 ms;52,578 ms;56,521 ms;50,958 ms;0,253%;1,541%;1,002952;-0,295%;0039;0,973824;-2,990%;quick,medium,balanced;overall_geomean_score_p50;1,024579;1,011397;-1,303%;1,002952;0,969022;-3,502%;0,981749;0,942292;-4,187%;7/7;0;258,824 ms;1,00%;0;0,969022;1,002952;-3,502%;77285,000 ms (77,285 s);77558,000 ms (77,558 s);38836,466 ms (38,836 s);37851,242 ms (37,851 s);76687,708 ms (76,688 s);1,002941;0,973824;-2,990%;2,618%;-0,294%
snapshot;2026-03-22T01:17:47.078Z;0115;loser;0114;B04.S02.S02.S02.S03;3;implementation: BULK_COPY_THRESHOLD 64->128 (case4 path);medium;58,081 ms;60,647 ms;55,107 ms;56,021 ms;-1,083%;5,121%;0,966940;3,306%;0039;0,984296;-2,998%;quick,medium,balanced;overall_geomean_score_p50;1,101307;1,025137;-7,430%;0,966940;0,955555;-1,191%;0,978477;0,973507;-0,510%;7/7;0;273,486 ms;1,00%;0;0,955555;0,966940;-1,191%;77026,000 ms (77,026 s);77314,000 ms (77,314 s);38433,071 ms (38,433 s);37996,855 ms (37,997 s);76429,926 ms (76,430 s);1,013801;0,984296;-2,998%;1,570%;-1,380%
