type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;benchmark_flow;order_mode;ab_testing;warmup_enabled;warmup_runs_per_combination;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50;reason;anchor;syntax_message
snapshot;2026-03-23T16:19:42.906Z;0068;loser;0067;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01;2;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01 depth2: lower DEFAULT_MIN_GALLOPING 7->6;medium;61,667 ms;63,199 ms;58,995 ms;55,704 ms;-0,867%;4,333%;0,963461;3,654%;0066;0,968302;-0,081%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,974402;0,945355;-3,073%;0,963461;0,986644;2,350%;0,969441;0,973369;0,403%;7/7;0;399,637 ms;1,00%;0;0,986644;0,963461;2,350%;79172,000 ms (79,172 s);79584,000 ms (79,584 s);17908,428 ms (17,908 s);17981,434 ms (17,981 s);54341,044 ms (54,341 s);0,969091;0,968302;-0,081%;3,170%;3,091%;;;
snapshot;2026-03-23T16:21:48.135Z;0069;loser;0068;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01;3;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01 depth3: restore DEFAULT_MIN_GALLOPING 6->7 for quick recovery;medium;61,393 ms;62,047 ms;58,829 ms;61,368 ms;1,694%;4,177%;0,960772;3,923%;0066;0,931708;-2,251%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,937389;0,875972;-7,011%;0,960772;0,953367;-0,777%;0,960064;0,968477;0,869%;7/7;0;387,249 ms;1,00%;0;0,953367;0,960772;-0,777%;79675,000 ms (79,675 s);80075,000 ms (80,075 s);17970,222 ms (17,970 s);17947,564 ms (17,948 s);54723,275 ms (54,723 s);0,952679;0,931708;-2,251%;6,829%;4,732%;;;
snapshot;2026-03-23T17:50:09.752Z;0070;winner;0069;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01;4;B03... depth4: raise DEFAULT_MIN_MERGE 68->72 for quick-side recovery;medium;61,247 ms;61,758 ms;57,139 ms;54,270 ms;0,574%;6,706%;0,942432;5,757%;0066;0,967496;2,097%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,948695;0,973638;2,562%;0,942432;0,974301;3,271%;0,950514;0,954676;0,436%;7/7;0;352,847 ms;1,00%;0;0,974301;0,942432;3,271%;78891,000 ms (78,891 s);79255,000 ms (79,255 s);17677,386 ms (17,677 s);17806,731 ms (17,807 s);54290,536 ms (54,291 s);0,947207;0,967496;2,097%;3,250%;5,279%;;;
snapshot;2026-03-23T17:51:47.411Z;0071;loser;0070;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S01;1;B03...S01 depth1: from anchor0070 lower DEFAULT_MIN_GALLOPING 7->6;medium;62,824 ms;67,423 ms;59,318 ms;64,252 ms;-1,868%;5,580%;0,967261;3,274%;0070;0,953028;-1,246%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,961221;0,938745;-2,394%;0,967261;0,951954;-1,608%;0,966244;0,968619;0,245%;7/7;0;368,878 ms;1,00%;0;0,951954;0,967261;-1,608%;78519,000 ms (78,519 s);78904,000 ms (78,904 s);17755,612 ms (17,756 s);17771,486 ms (17,771 s);54124,285 ms (54,124 s);0,964905;0,953028;-1,246%;4,697%;3,509%;;;
snapshot;2026-03-23T17:53:25.671Z;0072;loser;0071;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S01;2;B03...S01 depth2: raise BULK_COPY_THRESHOLD 960->1024;medium;60,271 ms;59,822 ms;57,902 ms;57,511 ms;-1,457%;3,930%;0,978758;2,124%;0070;0,964085;-1,543%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,962709;0,941804;-2,220%;0,978758;0,960312;-1,921%;0,995702;0,990770;-0,498%;7/7;0;357,852 ms;1,00%;0;0,960312;0,978758;-1,921%;78785,000 ms (78,785 s);79154,000 ms (79,154 s);17821,575 ms (17,822 s);17765,237 ms (17,765 s);54091,754 ms (54,092 s);0,978964;0,964085;-1,543%;3,592%;2,104%;;;
snapshot;2026-03-23T17:55:19.615Z;0073;loser;0072;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S01;3;B03...S01 depth3: restore DEFAULT_MIN_GALLOPING 6->7;medium;61,676 ms;62,005 ms;57,418 ms;57,996 ms;2,926%;6,904%;0,911720;8,828%;0070;0,951420;0,116%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,946269;0,934045;-1,309%;0,911720;0,941071;3,119%;0,994796;0,979775;-1,533%;7/7;0;368,135 ms;1,00%;0;0,941071;0,911720;3,119%;80415,000 ms (80,415 s);80795,000 ms (80,795 s);18264,329 ms (18,264 s);18334,348 ms (18,334 s);55595,239 ms (55,595 s);0,950320;0,951420;0,116%;4,858%;4,968%;;;
snapshot;2026-03-23T17:56:57.858Z;0074;loser;0073;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S01;4;B03...S01 depth4: lower DEFAULT_MIN_MERGE 72->68 to reduce preset spread;medium;64,211 ms;65,548 ms;60,957 ms;55,644 ms;-0,486%;5,067%;0,966157;3,384%;0070;0,932025;-2,459%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,939826;0,904055;-3,957%;0,966157;0,937653;-3,040%;0,959036;0,955093;-0,413%;7/7;0;409,148 ms;1,00%;0;0,937653;0,966157;-3,040%;79878,000 ms (79,878 s);80301,000 ms (80,301 s);18096,790 ms (18,097 s);17952,258 ms (17,952 s);54861,664 ms (54,862 s);0,954941;0,932025;-2,459%;6,798%;4,506%;;;
snapshot;2026-03-23T18:35:28.069Z;0075;loser;0074;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S01;5;B03... depth5: final try lower BULK_COPY_THRESHOLD 1024->960;medium;61,851 ms;63,271 ms;58,964 ms;58,862 ms;1,410%;4,668%;0,945277;5,472%;0070;0,938179;-0,351%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,929494;0,928912;-0,063%;0,945277;0,937347;-0,846%;0,949777;0,948380;-0,147%;7/7;0;363,245 ms;1,00%;0;0,937347;0,945277;-0,846%;79436,000 ms (79,436 s);79811,000 ms (79,811 s);17968,076 ms (17,968 s);17902,598 ms (17,903 s);54597,221 ms (54,597 s);0,941475;0,938179;-0,351%;6,182%;5,852%;;;
snapshot;2026-03-23T18:37:28.391Z;0076;winner;0070;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02;1;B03...S02 depth1: sibling sweep DEFAULT_MIN_MERGE 72->80;medium;61,303 ms;61,965 ms;59,890 ms;61,903 ms;-0,740%;2,304%;0,958731;4,127%;0070;0,971188;1,748%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,920246;0,953721;3,510%;0,958731;0,971258;1,290%;0,984780;0,988905;0,417%;7/7;0;378,418 ms;1,00%;0;0,971258;0,958731;1,290%;79142,000 ms (79,142 s);79531,000 ms (79,531 s);17903,244 ms (17,903 s);18108,167 ms (18,108 s);54509,725 ms (54,510 s);0,954216;0,971188;1,748%;2,881%;4,578%;;;
snapshot;2026-03-23T18:39:03.982Z;0077;loser;0076;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S01;1;B03...S02.S01 depth1: from anchor0076 lower DEFAULT_MIN_GALLOPING 7->6;medium;60,632 ms;65,504 ms;58,282 ms;56,507 ms;-0,301%;3,876%;0,936992;6,301%;0076;0,962138;0,524%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,956312;0,945338;-1,161%;0,936992;0,966736;3,077%;0,978420;0,974577;-0,394%;7/7;0;400,386 ms;1,00%;0;0,966736;0,936992;3,077%;79826,000 ms (79,826 s);80243,000 ms (80,243 s);18134,973 ms (18,135 s);18127,647 ms (18,128 s);54830,451 ms (54,830 s);0,957092;0,962138;0,524%;3,786%;4,291%;;;
snapshot;2026-03-23T18:40:43.879Z;0078;loser;0077;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S01;2;B03...S02.S01 depth2: raise BULK_COPY_THRESHOLD 960->1024 for quick guardrail;medium;62,391 ms;64,491 ms;59,562 ms;60,816 ms;-2,176%;4,534%;0,945875;5,412%;0076;0,975693;-0,228%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,997028;0,999702;0,268%;0,945875;0,948424;0,269%;0,991661;0,979640;-1,227%;7/7;0;381,668 ms;1,00%;0;0,948424;0,945875;0,269%;80250,000 ms (80,250 s);80648,000 ms (80,648 s);18142,848 ms (18,143 s);18317,633 ms (18,318 s);55265,916 ms (55,266 s);0,977916;0,975693;-0,228%;2,431%;2,208%;;;
snapshot;2026-03-23T18:42:21.475Z;0079;loser;0078;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S01;3;B03...S02.S01 depth3: lower DEFAULT_MIN_MERGE 80->76 to reduce balanced regression;medium;61,583 ms;63,692 ms;59,489 ms;56,901 ms;1,490%;3,401%;0,990294;0,971%;0076;0,970593;0,747%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,953461;0,971538;1,861%;0,990294;0,973466;-1,729%;0,946849;0,966785;2,062%;7/7;0;419,805 ms;1,00%;0;0,973466;0,990294;-1,729%;79539,000 ms (79,539 s);79971,000 ms (79,971 s);17799,858 ms (17,800 s);17997,909 ms (17,998 s);54640,657 ms (54,641 s);0,963346;0,970593;0,747%;2,941%;3,665%;;;
snapshot;2026-03-23T18:44:06.691Z;0080;loser;0079;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S01;4;B03...S02.S01 depth4: restore DEFAULT_MIN_GALLOPING 6->7 for medium recovery;medium;61,010 ms;61,219 ms;59,948 ms;62,427 ms;-1,957%;1,741%;0,951811;4,819%;0076;0,957026;-2,630%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,990538;0,920332;-7,628%;0,951811;0,958236;0,671%;1,005023;0,993927;-1,116%;7/7;0;367,147 ms;1,00%;0;0,958236;0,951811;0,671%;79663,000 ms (79,663 s);80042,000 ms (80,042 s);18213,974 ms (18,214 s);18082,638 ms (18,083 s);54950,032 ms (54,950 s);0,982198;0,957026;-2,630%;4,297%;1,780%;;;
snapshot;2026-03-23T18:45:50.759Z;0081;loser;0080;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S01;5;B03...S02.S01 depth5: final restore DEFAULT_MIN_MERGE 76->80;medium;61,231 ms;63,085 ms;58,623 ms;57,884 ms;2,414%;4,259%;0,964876;3,512%;0076;0,953887;-0,482%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,926604;0,898947;-3,077%;0,964876;0,976326;1,173%;0,984901;0,988921;0,406%;7/7;0;358,072 ms;1,00%;0;0,976326;0,964876;1,173%;78929,000 ms (78,929 s);79303,000 ms (79,303 s);17944,641 ms (17,945 s);17768,201 ms (17,768 s);54241,121 ms (54,241 s);0,958487;0,953887;-0,482%;4,611%;4,151%;;;
snapshot;2026-03-23T18:47:33.938Z;0082;loser;0076;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S02;1;B03...S02 depth1: sibling sweep DEFAULT_MIN_MERGE 80->88;medium;60,199 ms;60,883 ms;59,533 ms;56,262 ms;-1,405%;1,106%;0,972650;2,735%;0076;0,956612;-1,151%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,958391;0,951394;-0,735%;0,972650;0,954326;-1,920%;0,971904;0,964161;-0,803%;7/7;0;363,443 ms;1,00%;0;0,954326;0,972650;-1,920%;79448,000 ms (79,448 s);79823,000 ms (79,823 s);18075,534 ms (18,076 s);17850,942 ms (17,851 s);54533,748 ms (54,534 s);0,967626;0,956612;-1,151%;4,339%;3,237%;;;
snapshot;2026-03-23T18:49:10.711Z;0083;loser;0082;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S02;2;B03...S02 depth2: partial rollback DEFAULT_MIN_MERGE 88->84;medium;61,733 ms;60,235 ms;59,241 ms;58,305 ms;0,092%;4,037%;1,006210;-0,621%;0076;0,945236;-2,274%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,939318;0,929595;-1,046%;1,006210;0,947607;-6,184%;0,955907;0,958735;0,295%;7/7;0;368,857 ms;1,00%;0;0,947607;1,006210;-6,184%;79710,000 ms (79,710 s);80091,000 ms (80,091 s);18029,432 ms (18,029 s);18046,964 ms (18,047 s);55226,416 ms (55,226 s);0,966731;0,945236;-2,274%;5,476%;3,327%;;;
snapshot;2026-03-23T18:51:20.713Z;0084;loser;0083;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S02;3;B03...S02 depth3: restore DEFAULT_MIN_MERGE 84->80 after medium regression;medium;62,402 ms;61,295 ms;59,917 ms;62,423 ms;1,163%;3,982%;0,963263;3,674%;0076;0,970648;1,562%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,943735;0,974317;3,139%;0,963263;0,986851;2,390%;0,959587;0,951116;-0,891%;7/7;0;392,797 ms;1,00%;0;0,986851;0,963263;2,390%;80652,000 ms (80,652 s);81057,000 ms (81,057 s);17965,645 ms (17,966 s);18210,810 ms (18,211 s);55123,154 ms (55,123 s);0,955491;0,970648;1,562%;2,935%;4,451%;;;
snapshot;2026-03-23T18:53:06.894Z;0085;loser;0084;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S02;4;B03...S02 depth4: raise DEFAULT_MIN_GALLOPING 7->8 to recover balanced;medium;61,144 ms;61,358 ms;58,533 ms;55,810 ms;-0,145%;4,270%;0,966997;3,300%;0076;0,952826;-0,426%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,939091;0,957038;1,875%;0,966997;0,941800;-2,675%;0,964807;0,959739;-0,528%;7/7;0;343,104 ms;1,00%;0;0,941800;0,966997;-2,675%;78785,000 ms (78,785 s);79139,000 ms (79,139 s);17736,589 ms (17,737 s);17694,814 ms (17,695 s);54027,106 ms (54,027 s);0,956880;0,952826;-0,426%;4,717%;4,312%;;;
snapshot;2026-03-23T18:55:13.174Z;0086;loser;0085;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S02;5;B03...S02 depth5: final restore DEFAULT_MIN_GALLOPING 8->7;medium;60,994 ms;64,237 ms;57,406 ms;55,709 ms;1,356%;5,883%;0,930978;6,902%;0076;0,936541;-0,786%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,941350;0,916168;-2,749%;0,930978;0,939740;0,932%;0,959601;0,954107;-0,576%;7/7;0;394,862 ms;1,00%;0;0,939740;0,930978;0,932%;79035,000 ms (79,035 s);79442,000 ms (79,442 s);17883,222 ms (17,883 s);17781,207 ms (17,781 s);54216,463 ms (54,216 s);0,943902;0,936541;-0,786%;6,346%;5,610%;;;
snapshot;2026-03-23T19:36:40.774Z;0087;loser;0076;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03;1;B03...S03 depth1: sibling threshold sweep BULK_COPY_THRESHOLD 960->928;medium;59,209 ms;59,606 ms;56,945 ms;55,937 ms;-2,056%;3,823%;0,971242;2,876%;0076;0,953908;-2,089%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,956141;0,932257;-2,562%;0,971242;0,948820;-2,363%;0,994503;0,981295;-1,346%;7/7;0;356,213 ms;1,00%;0;0,948820;0,971242;-2,363%;77929,000 ms (77,929 s);78298,000 ms (78,298 s);17761,821 ms (17,762 s);17518,083 ms (17,518 s);53507,328 ms (53,507 s);0,973835;0,953908;-2,089%;4,609%;2,617%;;;
snapshot;2026-03-23T19:38:22.728Z;0088;winner;0087;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03;2;B03...S03 depth2: raise DEFAULT_MIN_MERGE 80->84 with threshold928;medium;60,504 ms;59,978 ms;57,668 ms;56,271 ms;2,136%;4,687%;0,954341;4,566%;0076;0,963540;1,091%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,937748;0,956092;1,919%;0,954341;0,964246;1,027%;0,967226;0,970335;0,320%;7/7;0;382,951 ms;1,00%;0;0,964246;0,954341;1,027%;79421,000 ms (79,421 s);79817,000 ms (79,817 s);17893,716 ms (17,894 s);18000,373 ms (18,000 s);54510,079 ms (54,510 s);0,953029;0,963540;1,091%;3,646%;4,697%;;;
snapshot;2026-03-23T19:40:04.616Z;0089;loser;0088;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S01;1;B03...S03.S01 depth1: from anchor0088 raise DEFAULT_MIN_MERGE 84->88;medium;60,591 ms;61,295 ms;57,836 ms;55,823 ms;2,665%;4,546%;0,949982;5,002%;0088;0,917688;-1,084%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,911924;0,883376;-3,232%;0,949982;0,949523;-0,048%;0,921417;0,921369;-0,005%;7/7;0;375,541 ms;1,00%;0;0,949523;0,949982;-0,048%;78581,000 ms (78,581 s);78970,000 ms (78,970 s);17536,197 ms (17,536 s);17354,327 ms (17,354 s);53775,865 ms (53,776 s);0,927634;0,917688;-1,084%;8,231%;7,237%;;;
snapshot;2026-03-23T19:41:45.702Z;0090;loser;0089;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S01;2;B03...S03.S01 depth2: refine DEFAULT_MIN_MERGE 88->86 to recover quick;medium;59,280 ms;56,724 ms;57,325 ms;56,834 ms;-3,533%;3,298%;0,995790;0,421%;0088;0,967184;0,700%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,950424;0,959151;0,910%;0,995790;0,973846;-2,253%;0,936024;0,968614;3,365%;7/7;0;362,205 ms;1,00%;0;0,973846;0,995790;-2,253%;78135,000 ms (78,135 s);78510,000 ms (78,510 s);17473,615 ms (17,474 s);17746,597 ms (17,747 s);53635,395 ms (53,635 s);0,960412;0,967184;0,700%;3,282%;3,959%;;;
snapshot;2026-03-23T19:43:43.112Z;0091;loser;0090;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S01;3;B03...S03.S01 depth3: lower DEFAULT_MIN_GALLOPING 7->6 for medium recovery;medium;58,659 ms;61,260 ms;58,153 ms;57,270 ms;0,620%;0,863%;0,992708;0,729%;0088;0,958513;0,424%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,892746;0,912641;2,180%;0,992708;0,989059;-0,369%;0,981102;0,975601;-0,564%;7/7;0;386,207 ms;1,00%;0;0,989059;0,992708;-0,369%;78421,000 ms (78,421 s);78819,000 ms (78,819 s);17801,156 ms (17,801 s);17834,143 ms (17,834 s);54017,390 ms (54,017 s);0,954453;0,958513;0,424%;4,149%;4,555%;;;
snapshot;2026-03-23T19:45:33.288Z;0092;loser;0091;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S01;4;B03...S03.S01 depth4: raise DEFAULT_MIN_MERGE 86->87 for balanced guardrail;medium;61,231 ms;63,641 ms;58,686 ms;56,921 ms;-1,795%;4,156%;0,969855;3,015%;0088;0,968345;-0,335%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,991318;0,972515;-1,933%;0,969855;0,959082;-1,123%;0,953946;0,973505;2,009%;7/7;0;392,395 ms;1,00%;0;0,959082;0,969855;-1,123%;78545,000 ms (78,545 s);78950,000 ms (78,950 s);17717,991 ms (17,718 s);17757,197 ms (17,757 s);53918,318 ms (53,918 s);0,971586;0,968345;-0,335%;3,166%;2,841%;;;
snapshot;2026-03-23T19:47:22.106Z;0093;loser;0092;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S01;5;B03...S03.S01 depth5: final restore DEFAULT_MIN_GALLOPING 6->7;medium;62,402 ms;62,460 ms;58,842 ms;56,832 ms;3,894%;5,705%;0,926127;7,387%;0088;0,935303;0,165%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,917718;0,924400;0,723%;0,926127;0,935819;1,036%;0,957898;0,945812;-1,278%;7/7;0;422,189 ms;1,00%;0;0,935819;0,926127;1,036%;79669,000 ms (79,669 s);80107,000 ms (80,107 s);17865,978 ms (17,866 s);17874,492 ms (17,874 s);54693,196 ms (54,693 s);0,933755;0,935303;0,165%;6,470%;6,624%;;;
snapshot;2026-03-23T19:49:09.106Z;0094;loser;0088;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S02;1;B03...S03.S02 depth1: sibling refine DEFAULT_MIN_MERGE 84->82;medium;58,911 ms;60,822 ms;57,257 ms;59,091 ms;0,184%;2,807%;0,962089;3,791%;0088;0,955978;0,492%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,921363;0,939157;1,895%;0,962089;0,968097;0,621%;0,971116;0,960920;-1,061%;7/7;0;406,801 ms;1,00%;0;0,968097;0,962089;0,621%;78355,000 ms (78,355 s);78776,000 ms (78,776 s);17713,862 ms (17,714 s);17647,289 ms (17,647 s);53739,179 ms (53,739 s);0,951274;0,955978;0,492%;4,402%;4,873%;;;
snapshot;2026-03-23T19:51:02.171Z;0095;loser;0094;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S02;2;B03...S03.S02 depth2: raise BULK_COPY_THRESHOLD 928->960 for balanced guardrail;medium;62,082 ms;64,114 ms;58,197 ms;59,188 ms;1,735%;6,258%;0,934684;6,532%;0088;0,931171;-0,386%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,918558;0,909985;-0,942%;0,934684;0,925594;-0,982%;0,951345;0,958591;0,756%;7/7;0;353,061 ms;1,00%;0;0,925594;0,934684;-0,982%;78551,000 ms (78,551 s);78917,000 ms (78,917 s);17682,051 ms (17,682 s);17630,807 ms (17,631 s);53898,980 ms (53,899 s);0,934767;0,931171;-0,386%;6,883%;6,523%;;;
snapshot;2026-03-23T19:52:51.268Z;0096;loser;0095;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S02;3;B03...S03.S02 depth3: lower DEFAULT_MIN_MERGE 82->80 for quick/medium recovery;medium;59,516 ms;61,823 ms;57,663 ms;57,722 ms;-4,266%;3,112%;0,977291;2,271%;0088;0,968081;-0,678%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,983859;0,964192;-2,040%;0,977291;0,956765;-2,145%;0,962896;0,983480;2,093%;7/7;0;383,848 ms;1,00%;0;0,956765;0,977291;-2,145%;77954,000 ms (77,954 s);78350,000 ms (78,350 s);17713,307 ms (17,713 s);17684,104 ms (17,684 s);53562,299 ms (53,562 s);0,974643;0,968081;-0,678%;3,192%;2,536%;;;
snapshot;2026-03-23T19:54:37.818Z;0097;loser;0096;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S02;4;B03...S03.S02 depth4: raise DEFAULT_MIN_GALLOPING 7->8 to rebalance quick/medium;medium;61,007 ms;61,757 ms;59,382 ms;60,570 ms;1,497%;2,663%;0,996083;0,392%;0088;0,963792;0,388%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,935497;0,947902;1,309%;0,996083;0,967552;-2,949%;0,949611;0,976139;2,718%;7/7;0;366,954 ms;1,00%;0;0,967552;0,996083;-2,949%;79488,000 ms (79,488 s);79867,000 ms (79,867 s);17993,951 ms (17,994 s);17965,008 ms (17,965 s);54628,587 ms (54,629 s);0,960052;0,963792;0,388%;3,621%;3,995%;;;
snapshot;2026-03-23T20:32:56.704Z;0098;loser;0097;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S02;5;B03...S03.S02 depth5: final restore DEFAULT_MIN_GALLOPING 8->7;medium;61,468 ms;63,331 ms;58,676 ms;58,216 ms;-0,257%;4,542%;0,974866;2,513%;0088;0,952103;-1,094%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,952749;0,933338;-2,080%;0,974866;0,961659;-1,373%;0,960065;0,961595;0,159%;7/7;0;383,500 ms;1,00%;0;0,961659;0,974866;-1,373%;79399,000 ms (79,399 s);79795,000 ms (79,795 s);17919,814 ms (17,920 s);18001,542 ms (18,002 s);54724,451 ms (54,724 s);0,962516;0,952103;-1,094%;4,790%;3,748%;;;
snapshot;2026-03-23T20:34:52.595Z;0099;loser;0088;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S03;1;B03...S03.S03 depth1: sibling threshold sweep BULK_COPY_THRESHOLD 928->896;medium;58,251 ms;59,902 ms;56,507 ms;58,227 ms;-0,928%;2,994%;0,972376;2,762%;0088;0,956846;-0,526%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,940849;0,933699;-0,766%;0,972376;0,958869;-1,409%;0,972752;0,978500;0,587%;7/7;0;401,181 ms;1,00%;0;0,958869;0,972376;-1,409%;77399,000 ms (77,399 s);77813,000 ms (77,813 s);17396,741 ms (17,397 s);17435,082 ms (17,435 s);52878,057 ms (52,878 s);0,961875;0,956846;-0,526%;4,315%;3,812%;;;
snapshot;2026-03-23T20:36:31.170Z;0100;loser;0099;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S03;2;B03...S03.S03 depth2: raise DEFAULT_MIN_MERGE 84->86 with threshold896;medium;59,443 ms;60,272 ms;57,096 ms;57,961 ms;-0,437%;3,948%;0,961926;3,807%;0088;0,949681;-1,727%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,967367;0,908757;-6,449%;0,961926;0,965448;0,365%;0,968957;0,976241;0,746%;7/7;0;352,765 ms;1,00%;0;0,965448;0,961926;0,365%;78228,000 ms (78,228 s);78593,000 ms (78,593 s);17640,624 ms (17,641 s);17650,285 ms (17,650 s);53621,890 ms (53,622 s);0,966078;0,949681;-1,727%;5,032%;3,392%;;;
